Category	Role
Performer	Sato
Performer	Satsuma
Performer	Satsuma Biwa
Performer	Satsuma Vocals
Performer	Satsuma-Biwa
Performer	Sauf
Performer	Saung
Performer	Savag
Performer	Saw
Performer	Saw Duang
Performer	Saw Sai Solo
Performer	Saw U
Performer	Sax (Alto)
Performer	Sax (Baritone)
Performer	Sax (Bass)
Performer	Sax (C-Melody)
Performer	Sax (Counter Tenor)
Performer	Sax (Curved Soprano)
Performer	Sax (Mezzo-Soprano)
Performer	Sax (Sopranino)
Performer	Sax (Soprano)
Performer	Sax (Tenor)
Performer	Sax Effects
Performer	Saxello
Performer	Saxhorn
Performer	Saxophone
Performer	Saxophone [Alto]
Performer	Saxophone [Baritone]
Performer	Saxophone [Sax]
Performer	Saxophone [Solo]
Performer	Saxophone [Tenor]
Performer	Saxophone Effects
Performer	Saz
Performer	Sazabo
Performer	Sazbus
Performer	Sazi
Performer	Sbs
Performer	Scacciapensieri
Performer	Scat
Performer	Schalmei
Performer	Schlagzeug
Performer	Schreirpfeife
Performer	Schwyzerörgeli
Performer	Scottish Drums
Performer	Scottish Fiddle
Performer	Scottish Harp
Performer	Scottish Pipes
Performer	Scottish Small Pipes
Performer	Scottish Smallpipes
Performer	Scraped Idiophone
Performer	Scraper
Performer	Scratches
Performer	Scratches [Cuts]
Performer	Scratching
Performer	Screams
Performer	Scrubboard
Performer	Seashells
Performer	Section Leader
Performer	Segon Tambou
Performer	Seguidor
Performer	Segunda
Performer	Segundo
Performer	Sehtar
Performer	Seistro
Performer	Sekere
Performer	Sekund
Performer	Seleccion De Temas
Performer	Selmer-Maccaferri Guitar
Performer	Sementes
Performer	Semi-Acoustic Guitar
Performer	Senggak
Performer	Sênh Tiền
Performer	Sentir
Performer	Seperewa
Performer	Sequencers
Performer	Serdu
Performer	Serge
Performer	Serp
Performer	Serpent
Performer	Setar
Performer	SH-101
Performer	Shac-shac
Performer	Shadara
Performer	Shahi Baaja
Performer	Shahmai
Performer	Shahnai
Performer	Shak
Performer	Shakap
Performer	Shakara
Performer	Shaken Idiophone
Performer	Shaker
Performer	Shakere
Performer	Shakers
Performer	Shakkai
Performer	Shaksha
Performer	Shakubyoshi
Performer	Shakuhachi
Performer	Shaman Drum
Performer	Shamisen
Performer	Shanai
Performer	Shannie
Performer	Shawm
Performer	Sheet Metal
Performer	Shehnai
Performer	Shekere
Performer	Shells
Performer	Shenai
Performer	Sheng
Performer	Shepherd's Flute
Performer	Shevi
Performer	Shichepshin
Performer	Shime Taiko
Performer	Shime-Daiko
Performer	Shinobue
Performer	Sho
Performer	Shoegaze
Performer	Shofar
Performer	Shomyo
Performer	Shortwave Radio
Performer	Shou Gu
Performer	Shouts
Performer	Shozygs
Performer	Shruti Box
Performer	Shuang Guan
Performer	Shudraga
Performer	Shuitar
Performer	Shvi
Performer	Siccu
Performer	Sicura
Performer	Sifflet
Performer	Siko
Performer	Siku
Performer	Sikus
Performer	Silbato
Performer	Silsaka
Performer	Simmons Drums
Performer	Simsimiya
Performer	Sinden
Performer	Sindhi Sarangi
Performer	Sinding
Performer	Singing
Performer	Singing Bowl
Performer	Singing Bowls
Performer	Singing Saw
Performer	Single Reed Instrument
Performer	Singular Reed
Performer	Sinte
Performer	Sintesi del Suono Med
Performer	Sintetizador
Performer	Sintir
Performer	Sintir Bass
Performer	Siqus
Performer	Siren
Performer	Sirene
Performer	Sistra
Performer	Sistrum
Performer	Sitar
Performer	Sitar (Electric)
Performer	Site Producer
Performer	Six String Banjo
Performer	Skellies
Performer	Skiffle
Performer	Skratjie
Performer	Slab
Performer	Slack Key Guitar
Performer	Slagbordun
Performer	Slagverk
Performer	Slap Bass
Performer	Slapstick
Performer	Sledgehammer
Performer	Sleigh Bells
Performer	Slenthêm
Performer	Slg
Performer	Slide Balalaika
Performer	Slide Banjo
Performer	Slide Bass
Performer	Slide Brass Instruments
Performer	Slide Clarinet
Performer	Slide Dobro
Performer	Slide Guitar
Performer	Slide Mandolin
Performer	Slide Saxophone
Performer	Slide Trumpet
Performer	Slide Whistle
Performer	Slit Drum
Performer	Small Bass Violin
Performer	Small Pipes
Performer	Smallpipes
Performer	Smurd
Performer	Snake
Performer	Snaps
Performer	Snare
Performer	Snare Drum
Performer	So Duang
Performer	Socan
Performer	Sodina
Performer	Software Instrument
Performer	Sogo
Performer	Sokou
Performer	Solina
Performer	Soliste
Performer	Solo Instrumental
Performer	Solo Vocal
Performer	Solo Vocals
Performer	Sona
Performer	Sonajas
Performer	Song Loan
Performer	Sonorisation Salle
Performer	Soodum
Performer	Sopile
Performer	Sopilka
Performer	Sopranino
Performer	Sopranino Clarinet
Performer	Sopranino Recorder
Performer	Sopranino Saxophone
Performer	Soprano
Performer	Soprano (Vocal)
Performer	Soprano Bombardon
Performer	Soprano Chalumeau
Performer	Soprano Clarinet
Performer	Soprano Cornet
Performer	Soprano Crumhorn
Performer	Soprano Dulcian
Performer	Soprano Flute
Performer	Soprano Guitar
Performer	Soprano Harp
Performer	Soprano Horn
Performer	Soprano Ligera
Performer	Soprano Lute
Performer	Soprano Marimba
Performer	Soprano Saxophone
Performer	Soprano Shawm
Performer	Soprano Trombone
Performer	Soprano Trumpet
Performer	Soprano Viola
Performer	Soprano Viola da gamba
Performer	Soprano Violin
Performer	Soprano Vocals
Performer	Sordina
Performer	Sordu
Performer	Sorna
Performer	Soroban
Performer	Sorud
Performer	Souffleur de Mots
Performer	Soukou
Performer	Souna
Performer	Sound Effects
Performer	Sounds
Performer	Soundscape
Performer	Sousaphone
Performer	South Indian Drums
Performer	Sovoso
Performer	Space Bass
Performer	Space Belt
Performer	Space Echo Guitar
Performer	Space Phone
Performer	Space Whisper
Performer	Space Whistle
Performer	Spaghetti Flute
Performer	Spala
Performer	Spalla
Performer	Spanish (Flamenco) Guitar
Performer	Spanish Acoustic Guitar
Performer	Spanish Dobro
Performer	Spanish Guitar
Performer	Spanish Lute
Performer	Spanish Rap
Performer	Spanish Text
Performer	Spanish Vihuela
Performer	Spanish Vocals
Performer	Spatial Processing
Performer	Speech
Performer	Speech/Speaker/Speaking Part
Performer	Spiked Fiddle
Performer	Spilåpipa
Performer	Spinet
Performer	Spinetta
Performer	Spinettino
Performer	Spinettone
Performer	Spiral Percussion Gong
Performer	Split Bamboo
Performer	Spoken Vocals
Performer	Spoken Vocals Samples
Performer	Spoken Word
Performer	Spool
Performer	Spoons
Performer	Spoxe
Performer	Sprecher
Performer	Sprechstimme
Performer	Square Piano
Performer	Squeezebox
Performer	Sruthi
Performer	Standup Bass
Performer	Standup Electric Bass
Performer	Static Vocals
Performer	Steel Base
Performer	Steel Bowls
Performer	Steel Cello
Performer	Steel Dobro
Performer	Steel Drums
Performer	Steel Guitar
Performer	Steel Guitar [Pedal]
Performer	Steel Pads
Performer	Steel Pan
Performer	Steel Piano
Performer	Steel String
Performer	Steel String Guitar
Performer	Steel String Harp
Performer	Steelpan
Performer	Stell
Performer	Sterling Ball
Performer	Stick
Performer	Stick Bass
Performer	Stimbre
Performer	Stimme
Performer	Stomp Board
Performer	Stomp Box
Performer	Stomping
Performer	Stones
Performer	Street Sounds
Performer	String Bass
Performer	String Bender Guitar
Performer	String Instrument
Performer	String Keyboard
Performer	String Machine
Performer	String Overdubs
Performer	String Pads
Performer	String Piano
Performer	String Programming
Performer	String Section
Performer	String Section Leader
Performer	Strings
Performer	Strings Samples
Performer	Stritch
Performer	Stroh Violin
Performer	Stroviola
Performer	Struck Idiophone
Performer	Struck String Instruments
Performer	Strumstick
Performer	Stump Fiddle
Performer	Stylophone
Performer	Subcontrabass Recorder
Performer	Subcontrabass Saxophone
Performer	Sueng
Performer	Suikinkutsu
Performer	Suka
Performer	Suling
Performer	Suling Flute
Performer	Sun Percussion
Performer	Suona
Performer	Suono
Performer	Surbahar
Performer	Surdo
Performer	Surdo de Corte
Performer	Surdo Virado
Performer	Surnai
Performer	Surrogate Kithara
Performer	Sursingar
Performer	Suspended Cymbals
Performer	Svara Mandala
Performer	Swanee (Slide Whistle)
Performer	Swar Peti
Performer	Swaramandala
Performer	Swarmandal
Performer	Swarmandel
Performer	Swedish Bagpipes
Performer	Swedish Bouzouki
Performer	Swiss Hand Bells
Performer	Switchblade
Performer	Sygyt
Performer	Symphonia
Performer	Symphony
Performer	Sympitar
Performer	Synchrofonte
Performer	Synclavier
Performer	Synclavier Drums
Performer	Synclavier Guitar
Performer	Synclavier Horns
Performer	Synclavier Programming
Performer	Syncussion
Performer	Syndrum
Performer	Synth
Performer	Synthaxe
Performer	Synthesizer
Performer	Synthesizer [Additional]
Performer	Synthesizer [Arp]
Performer	Synthesizer [Bass]
Performer	Synthesizer [Moog]
Performer	Synthesizer [Synthesizers]
Performer	Synthesizer Accordian
Performer	Synthesizer Alteratio
Performer	Synthesizer Banjo
Performer	Synthesizer Bass
Performer	Synthesizer Bells
Performer	Synthesizer Brass
Performer	Synthesizer Cello
Performer	Synthesizer Drums
Performer	Synthesizer Flute
Performer	Synthesizer Harmonica
Performer	Synthesizer Harp
Performer	Synthesizer Horn
Performer	Synthesizer Loop
Performer	Synthesizer Oboe
Performer	Synthesizer Organ
Performer	Synthesizer Overdubs
Performer	Synthesizer Pads
Performer	Synthesizer Percussion
Performer	Synthesizer Piano
Performer	Synthesizer Programming
Performer	Synthesizer Reeds
Performer	Synthesizer Samples
Performer	Synthesizer Saxophone
Performer	Synthesizer Strings
Performer	Synthesizer Vibes
Performer	Synthesizer Violin
Performer	Synthesizer Voices
Performer	Syrinx
Performer	T-bone
Performer	T-fer
Performer	Taar
Performer	Tabla
Performer	Tabla Baladi
Performer	Tabla Saidi
Performer	Tabla Tarang
Performer	Table Steel
Performer	Table Steel Guitar
Performer	Tabor
Performer	Tabor Drum
Performer	Tabor Pipe
Performer	Tack Piano
Performer	Tacon
Performer	Taepyeongso
Performer	Taepyungso
Performer	Tahitian Banjo
Performer	Tahitian Drums
Performer	Taiko
Performer	Taiko Drums
Performer	Taishōgoto
Performer	Talempong
Performer	Talharpa
Performer	Talharpa / Hiiu Kannel
Performer	Talk Box
Performer	Talkbox
Performer	Talking
Performer	Talking Bass
Performer	Talking Drum
Performer	Talking Violin
Performer	Tam-tam
Performer	Tama
Performer	Tambak
Performer	Tambala
Performer	Tambo Drums
Performer	Tambor
Performer	Tambor Alegre
Performer	Tambor Chico
Performer	Tambor Hembra
Performer	Tambor Piano
Performer	Tambor Repique
Performer	Tambora
Performer	Tambora Apambichá
Performer	Tambora Timbal
Performer	Tambores Arabes
Performer	Tambores Bata
Performer	Tamboril
Performer	Tamborim
Performer	Tambou
Performer	Tambour
Performer	Tambour Basse
Performer	Tambour Tenors
Performer	Tamboura
Performer	Tambourine
Performer	Tambourine Shakers
Performer	Tambur
Performer	Tambura
Performer	Tamburello
Performer	Tamburitza
Performer	Tamtam
Performer	Tan-Tan
Performer	Tanbou Ka
Performer	Tanbur
Performer	Tanbur A Archet
Performer	Tanbur A Plectre
Performer	Tangent Piano
Performer	Tannerin
Performer	Tanpura
Performer	Taonga Pūoro
Performer	Taos Drum
Performer	Tap Dance
Performer	Tap Dancing
Performer	Tapan
Performer	Tapboard
Performer	Taphon
Performer	Taps
Performer	Tar
Performer	Tar (Drum)
Performer	Tar (lute)
Performer	Tar Lute
Performer	Taragat
Performer	Taragot
Performer	Tarahumara Drum
Performer	Tarang
Performer	Tarbuka
Performer	Tarkas
Performer	Tarogato
Performer	Tárogató
Performer	Tarola
Performer	Tarota
Performer	Tars
Performer	Tascam
Performer	Tastiere
Performer	Tavil
Performer	Te Kū
Performer	Tea Kettle
Performer	Tea-Chest Bass
Performer	Tef
Performer	Tehardent
Performer	Tehyan
Performer	Telacados
Performer	Telecaster
Performer	Telephone Voice
Performer	Telharmonium
Performer	Temple Bells
Performer	Temple Block
Performer	Temple Blocks
Performer	Temple Bowls
Performer	Temple Gongs
Performer	Tennessee Music Box
Performer	Tenor
Performer	Tenor (Vocal)
Performer	Tenor Background Vocals
Performer	Tenor Banjo
Performer	Tenor Bass
Performer	Tenor Chalumeau
Performer	Tenor Chorus
Performer	Tenor Clarinet
Performer	Tenor Cornet
Performer	Tenor Crumhorn
Performer	Tenor Curtal
Performer	Tenor Dobro
Performer	Tenor Dulcimer
Performer	Tenor Flute
Performer	Tenor Guitar
Performer	Tenor Harp
Performer	Tenor Horn
Performer	Tenor Horn / Alto Horn
Performer	Tenor Lute
Performer	Tenor Marimba
Performer	Tenor Ocarina
Performer	Tenor Pan
Performer	Tenor Recorder
Performer	Tenor Reeds
Performer	Tenor Ruan
Performer	Tenor Sackbut
Performer	Tenor Saxophone
Performer	Tenor Shawm
Performer	Tenor Trombone
Performer	Tenor Tuba
Performer	Tenor Ukelele
Performer	Tenor Viol
Performer	Tenor Viola
Performer	Tenor Viola da gamba
Performer	Tenor Violin
Performer	Tenor Vocals
Performer	Tenora
Performer	Teponaxtle
Performer	Terz Guitar
Performer	Texicali Horns
Performer	Text Producer
Performer	Thai Gong
Performer	Thavil
Performer	Theater Organ
Performer	Theatre Organ
Performer	Theorben Flute
Performer	Theorbo
Performer	Theorbo Lute
Performer	Theorbo-Lute
Performer	Theremin
Performer	Thimila
Performer	Thon
Performer	Three Holed Pipe
Performer	Throat
Performer	Throat Singing
Performer	Thumb Piano
Performer	Thunder Sheet
Performer	Thunderstick
Performer	Ti Bwa
Performer	Tibetan Bells
Performer	Tibetan Bowls
Performer	Tibetan Drum
Performer	Tibetan Finger Cymbals
Performer	Tibetan Flutes
Performer	Tibetan Gongs
Performer	Tibetan Horn
Performer	Tibetan Thighbone
Performer	Tibetan Trumpet
Performer	Tibetan Voices
Performer	Tibetan Water Drum
Performer	Tible
Performer	Tic Tac
Performer	Tidinit
Performer	Tiêu
Performer	Tilinka
Performer	Timba
Performer	Timbaleiro
Performer	Timbales
Performer	Timbalitos
Performer	Timbaus
Performer	Timpani
Performer	Tin Cans
Performer	Tin Flute
Performer	Tin Whistle
Performer	Tinde
Performer	Tiompan
Performer	Tiorba
Performer	Tiple
Performer	Tipple
Performer	Tjurunga
Performer	Tma
Performer	Tololoche
Performer	Tom Overdubs
Performer	Tom Tom
Performer	Tom-Tom
Performer	Tomas de Sonido
Performer	Tombak
Performer	Toms
Performer	Tone Blocks
Performer	Tone Box
Performer	Tone Generator
Performer	Toned Bowls
Performer	Tonette
Performer	Tongue Drum
Performer	Tongue Tapping
Performer	Toning
Performer	Tonkori
Performer	Topshuur
Performer	Toschpuluur
Performer	Toubeleki
Performer	Toy
Performer	Toy Accordian
Performer	Toy Bells
Performer	Toy Drums
Performer	Toy Guitar
Performer	Toy Instruments
Performer	Toy Organ
Performer	Toy Piano
Performer	Toy Piano Samples
Performer	Toy Saxophone
Performer	Toy Trumpet
Performer	Toy Xylophone
Performer	Toyo
Performer	Toys
Performer	Trabka
Performer	Traditional Drumming
Performer	Train Sounds
Performer	Train Whistle
Performer	Trainaphone
Performer	Tràm Plè
Performer	Tranceaphone
Performer	Trắng Jâu
Performer	Trắng Lu
Performer	Transverse Flute
Performer	Trap Kit
Performer	Trash Cans
Performer	Trautonium
Performer	Treated Piano
Performer	Treated Voice
Performer	Treble
Performer	Treble (Vocal)
Performer	Treble Flute
Performer	Treble Guitar
Performer	Treble Recorder
Performer	Treble Recorder / Alto Recorder
Performer	Treble Viol
Performer	Treble Viola da gamba
Performer	Treble Violin
Performer	Treble Vocals
Performer	Treble Zither
Performer	Tremolo
Performer	Tremolo Bass
Performer	Tres
Performer	Tres Cubano
Performer	Tres Dos
Performer	Tres Golpe
Performer	Treujenn-goal
Performer	Triangle
Performer	Tribal Vocals
Performer	Trichordon
Performer	Trikiti
Performer	Trio
Performer	Triple Bass
Performer	Triple Bells
Performer	Triple Contra-bass
Performer	Triple Contrabass
Performer	Triple Harp
Performer	Triple Row Accordion
Performer	Tritar
Performer	Tromba Marina
Performer	Trombone
Performer	Trombone (Alto)
Performer	Trombone (Baritone)
Performer	Trombone (Bass)
Performer	Trombone (Tenor)
Performer	Trombone (Valve)
Performer	Trombonium
Performer	Tromboon
Performer	Trompa
Performer	Trompong
Performer	Trong De
Performer	Truba
Performer	Trumbadoras
Performer	Trumpet
Performer	Trumpet (Bass)
Performer	Trumpet (Muted)
Performer	Trumpet (Natural)
Performer	Trumpet (Pocket)
Performer	Trumpet (Valve)
Performer	Trumpet [Solo]
Performer	Trumpet [Uncredited]
Performer	Trumpet Calls
Performer	Trumpet Flugelhorn
Performer	Trumpet Samples
Performer	Trumpet Violin
Performer	Trumpets
Performer	Tschanggo
Performer	Tsching
Performer	Tsikadraha
Performer	Tsugaru
Performer	Tuba
Performer	Tuba (Bass)
Performer	Tuba (Contrabass)
Performer	Tubax
Performer	Tuben
Performer	Tubular Bells
Performer	Tubulum
Performer	Tumba
Performer	Tumbadora
Performer	Tumbi
Performer	Tuned Percussion
Performer	Tüngür
Performer	Tuning Forks
Performer	Tupan
Performer	Turkish Baglama
Performer	Turkish Clarinet
Performer	Turkish Drum
Performer	Turkish Finger Cymbals
Performer	Turkish Flute
Performer	Turkish Lute
Performer	Turntable Samples
Performer	Turntable(s)
Performer	Turntable(s) Samples
Performer	Turntables
Performer	Tuvan Percussion
Performer	Twelve-String Guitar
Performer	Tx-816
Performer	Txalaparta
Performer	Txirula
Performer	Txistu
Performer	Tympanon
Performer	Typewriter
Performer	Tyrolian
Performer	Tzoura
Performer	Tzouras
Performer	Tzuras
Performer	Uakti
Performer	Uchimono
Performer	Uchiwa-daiko
Performer	Ud
Performer	Udo Drum
Performer	Udu
Performer	Ugandan Drum
Performer	Uillean Pipes
Performer	Uilleann Pipes
Performer	Ukeke
Performer	Ukulele
Performer	Ukulele Banjo
Performer	Ungal
Performer	Univox
Performer	Unknown Instrument
Performer	Unknown Performer Role
Performer	Upright Double Bass Viol
Performer	Upright Piano
Performer	Ütőgardon
Performer	Vacuum Cleaner
Performer	Valiha
Performer	Valthorn
Performer	Valve Clarinet
Performer	Valve Trombone
Performer	Valve Trumpet
Performer	Valved Brass Instruments
Performer	Valvehorn
Performer	Various Instruments
Performer	VCS 3 Synthesizer
Performer	Veena
Performer	Venezuelan Cuatro
Performer	Venezuelan Harp
Performer	Venu
Performer	Veracruz
Performer	Versao
Performer	Versiones Para El Castellano
Performer	Vertical Bass
Performer	Vestuario
Performer	Vibe Master
Performer	Vibrablock
Performer	Vibrachime
Performer	Vibraharp
Performer	Vibrandoneon
Performer	Vibraphone
Performer	Vibraphone [Vibes]
Performer	Vibraphone Samples
Performer	Vibraslap
Performer	Vibuela
Performer	Vichitra Veena
Performer	Vielle
Performer	Vienna Horn
Performer	Vientos
Performer	Vietnamese Guitar
Performer	Viguela
Performer	Vihuela
Performer	Viloncello
Performer	Vina
Performer	Viol
Performer	Viola
Performer	Viola (Electric)
Performer	Viola Bastarda
Performer	Viola Caipira
Performer	Viola d'amore
Performer	Viola da Braccio
Performer	Viola da Gamba
Performer	Viola da mano
Performer	Viola de Cocho
Performer	Viola Kontra
Performer	Viola Nordestina
Performer	Viola Organista
Performer	Viola Sertaneja
Performer	Violao
Performer	Violectra
Performer	Violetta
Performer	Violin
Performer	Violin (Bass)
Performer	Violin (Electric)
Performer	Violin [1st]
Performer	Violin [2nd]
Performer	Violin [Electric]
Performer	Violin [Solo]
Performer	Violin Bow
Performer	Violin Cadenza
Performer	Violin Piccolo
Performer	Violin Samples
Performer	Violino Piccolo
Performer	Violins
Performer	Viololyra
Performer	Violoncello
Performer	Violoncino
Performer	Violone
Performer	Virginal
Performer	Vocal Ad-Libs
Performer	Vocal Break
Performer	Vocal Drone
Performer	Vocal Effect
Performer	Vocal Harmony
Performer	Vocal Horns
Performer	Vocal Impersonations
Performer	Vocal Overdubs
Performer	Vocal Percussion
Performer	Vocal Programming
Performer	Vocal Samples
Performer	Vocal Scratches
Performer	Vocalese
Performer	Vocals
Performer	Vocals (Background)
Performer	Vocals (Rhythm)
Performer	Vocals [Additional Vocals]
Performer	Vocals [Additional]
Performer	Vocals [Background]
Performer	Vocals [Choir]
Performer	Vocals [Chorus]
Performer	Vocals [Duet With]
Performer	Vocals [Duet]
Performer	Vocals [Featuring]
Performer	Vocals [Female]
Performer	Vocals [Guest]
Performer	Vocals [Guest]
Performer	Vocals [Uncredited]
Performer	Vocals [Vocal]
Performer	Vocals [Vox]
Performer	Vocoder
Performer	Vocoder Programming
Performer	Voice
Performer	Voice Actor
Performer	Voice Bag
Performer	Voice Box
Performer	Voice Flute
Performer	Voice Loop
Performer	Voice Organ
Performer	Voice Sample
Performer	Voice Samples
Performer	Voice Synthesizer
Performer	Voiceover
Performer	Voices
Performer	Voicestra+
Performer	Voodoo Drum
Performer	Votz
Performer	Vox Continental
Performer	Vox Jaguar
Performer	Vox Organ
Performer	Vuvuzela
Performer	Wagner Tuba
Performer	Wah Wah Bass
Performer	Wah Wah Clavinet
Performer	Wah Wah Guitar
Performer	Wah Wah Pedal
Performer	Wah Wah Piano
Performer	Wah Wah Rhodes
Performer	Wah Wah Sax
Performer	Wah Wah Violin
Performer	Wails
Performer	War Pipes
Performer	Warr Guitar
Performer	Washboard
Performer	Washboard Bass
Performer	Washtub Bass
Performer	Wassakhoumba
Performer	Water Bottle
Performer	Water Bowl
Performer	Water Bucket
Performer	Water Chimes
Performer	Water Drums
Performer	Water Effects
Performer	Water Gong
Performer	Water Instruments
Performer	Water Sticks
Performer	Waterphone
Performer	Wavedrum
Performer	Weero
Performer	Weirdophone
Performer	Weissenborn
Performer	Whale Sounds
Performer	Whip
Performer	Whip / Slapstick
Performer	Whirly Tube
Performer	Whisper
Performer	Whistle
Performer	Whistle (Human)
Performer	Whistle (Instrument)
Performer	Whistling
Performer	Whistling Water Jar
Performer	Willow Flute
Performer	Wind
Performer	Wind Chime
Performer	Wind Chimes
Performer	Wind Controller
Performer	Wind Gong
Performer	Wind Instruments
Performer	Wind Machine
Performer	Wind Organ
Performer	Wind Pipes
Performer	Wind Synthesizer
Performer	Wind Whistle
Performer	Windwand
Performer	Wine Bottle
Performer	Wire-Strung Celtic Harp
Performer	Wire-Strung Harp
Performer	Wobble Board
Performer	Wood
Performer	Wood Bass
Performer	Wood Block
Performer	Wood Box
Performer	Wood Clapper
Performer	Wood Recorder
Performer	Wood Spoons
Performer	Wood Whistle
Performer	Wooden Fish
Performer	Wooden Flute
Performer	Woodwind
Performer	Written-By [Sample]
Performer	Wurlitzer
Performer	Wurlitzer Electric Piano
Performer	Wurlitzer Piano
Performer	WX7 Wind Controller
Performer	Xalam
Performer	Xalam / Khalam
Performer	Xaphoon
Performer	Xequere
Performer	Xiao
Performer	Xiaoluo
Performer	Xun
Performer	Xylophone
Performer	Xylorimba
Performer	Yamaha Keyboards
Performer	Yang Chin
Performer	Yang T'Chin
Performer	Yanggeum
Performer	Yangqin
Performer	Yatag
Performer	Yatga
Performer	Yaylı Tanbur
Performer	Yells
Performer	Yembele
Performer	Yetah
Performer	Yidaki
Performer	Yodeling
Performer	Yokobue
Performer	Yonggo
Performer	Yoochin
Performer	Yorgaphone
Performer	Yu
Performer	Yueqin
Performer	Zabumba
Performer	Zafoon
Performer	Żafżafa
Performer	Zaghareet
Performer	Zambona
Performer	Zampona
Performer	Zamponas
Performer	Zanka
Performer	Zanza
Performer	Zanzithophone
Performer	Zapateo
Performer	Żaqq
Performer	Zarb
Performer	Zdjecia
Performer	Zendrum
Performer	Zeta Bass
Performer	Zeta Violin
Performer	Zhaleika
Performer	Zhen
Performer	Zheng
Performer	Zhonghu
Performer	Zhongruan
Performer	Zil
Performer	Zildjian
Performer	Zilia
Performer	Zill
Performer	Zills
Performer	Zink
Performer	Zither
Performer	Zongora
Performer	Zoomoozophone
Performer	Zouk
Performer	Zourka
Performer	Zpivaji
Performer	Zukra
Performer	Zummara
Performer	Żummara
Performer	Zurla
Performer	Zurna
Performer	Zusammenstellung
Performer	Zydeco
Production	A&R
Production	A&R Assistance
Production	Abridged By
Production	Accessories
Production	Accordion Technician
Production	Accounting
Production	Acoustic Treatments
Production	Acquisition
Production	Actor
Production	Actress
Production	Adaptation
Production	Adaptation to CD
Production	Adapted By
Production	Adapted By (Text)
Production	Additional Footage
Production	Additional Personnel
Production	Additional Production
Production	Adjustments
Production	Administration
Production	Administrative Assistant
Production	Administrative Coordinator
Production	Administrative Director
Production	Administrator
Production	Advisor
Production	Airbrushing
Production	Album Administrator
Production	Album Concept
Production	Album Consultant
Production	Album Design
Production	Album Release Supervisor
Production	Album Sequence
Production	Album Supervision
Production	Amplifiers
Production	AMS Audiophile Operator
Production	Analog Engineer
Production	Analog Modeling
Production	Analog Processing
Production	Analog Transfer
Production	Animation
Production	Annotation
Production	Annotation Consultant
Production	Announcer
Production	Arabesque
Production	Archival Assistant
Production	Archival Consultant
Production	Archival Materials
Production	Archival Restoration
Production	Archival Tape Engineer
Production	Archive Research
Production	Archives Coordinator
Production	Archives Director
Production	Archivist
Production	Arrangement Collaboration
Production	Arrangement Director
Production	Arrangement Preparation
Production	Arrangement Transcription
Production	Art Administration
Production	Art Adviser
Production	Art Assistant
Production	Art Compiler
Production	Art Conception
Production	Art Construction
Production	Art Consultant
Production	Art Coordinator
Production	Art Direction
Production	Art Editor
Production	Art Enhancement
Production	Art Executor
Production	Art Finish
Production	Art Manager
Production	Art Manipulation
Production	Art Producer
Production	Art Realization
Production	Art Recreation
Production	Art Research
Production	Art Supervisor
Production	Artist
Production	Artist Consultant
Production	Artist Coordination
Production	Artist Development
Production	Artist Direction
Production	Artist Relations
Production	Artistic Consultation
Production	Artistic Director
Production	Artistic Producer
Production	Artistic Supervision
Production	Artisticas
Production	Artists and Repertoire
Production	Artwork
Production	Artwork [Art]
Production	Artwork [Cover Art]
Production	Artwork [Cover]
Production	Artwork [Logo]
Production	Artwork [Painter]
Production	Artwork By
Production	Artwork By [Cover]
Production	Artwork By [Design]
Production	Assemblage
Production	Assembly
Production	Assistant
Production	Assistant Arranger
Production	Assistant Art Design
Production	Assistant Art Director
Production	Assistant Artist
Production	Assistant Artistic Director
Production	Assistant Artistic Supervision
Production	Assistant Assembly
Production	Assistant Balance Engineer
Production	Assistant Choreographer
Production	Assistant Clothes Design
Production	Assistant Concertmaster
Production	Assistant Contractor
Production	Assistant Coordinator
Production	Assistant Copyist
Production	Assistant Cover Designer
Production	Assistant Digital Engineer
Production	Assistant Director
Production	Assistant Engineer
Production	Assistant Executive Producer
Production	Assistant Graphic Design
Production	Assistant Hair Stylist
Production	Assistant Leader
Production	Assistant Light Engineer
Production	Assistant Management
Production	Assistant Mastering Engineer
Production	Assistant Music Director
Production	Assistant Music Editor
Production	Assistant Music Preparation
Production	Assistant Music Supervisor
Production	Assistant Musical Director
Production	Assistant Orchestra Engineer
Production	Assistant Package Supervisor
Production	Assistant Photographer
Production	Assistant Post Production
Production	Assistant Post Production Engineer
Production	Assistant Principal
Production	Assistant Producer
Production	Assistant Production Coordination
Production	Assistant Project Coordinator
Production	Assistant Project Director
Production	Assistant Project Supervision
Production	Assistant Publisher
Production	Assistant Recording Consultant
Production	Assistant Recording Supervisor
Production	Assistant Remote Engineer
Production	Assistant Technical Director
Production	Assistant Technician
Production	Assistant Tracking Engineer
Production	Assistant Vocal Engineer
Production	Associate
Production	Associate Choreographer
Production	Associate Compilation Producer
Production	Associate Concertmaster
Production	Associate Director
Production	Associate Director Of Production
Production	Associate Editor
Production	Associate Engineer
Production	Associate Executive Producer
Production	Associate Leader
Production	Associate Music Producer
Production	Associate Producer
Production	Associate Project Coordinator
Production	Associate Project Director
Production	Associate Reissue Producer
Production	Associate Remixing Engineer
Production	Associate Supervisor
Production	Associate Vocal Producer
Production	Atoke
Production	Audio Book Abridgement
Production	Audio Conservation
Production	Audio Consultant
Production	Audio Control
Production	Audio Engineer
Production	Audio Enhancement
Production	Audio Frame Systems Operator
